Data,Dia da Semana,Mês,Nome da Fruta,Categoria,Quantidade Vendida (kg),Preço por Kg (R$),Receita (R$),Vendedor,Feira,Forma de Pagamento,Promoção?,Clima,Observações
2024-03-27,Wednesday,March,Manga,Tropical,15.3,4.2,64.26,Maria Frutas,Feira do Parque,Pix,Sim,Ensolarado,Concorrência alta
2024-03-27,Wednesday,March,Mamão,Tropical,39.4,3.0,118.2,Maria Frutas,Feira do Parque,Pix,Não,Chuvoso,Produto fresco
2024-03-27,Wednesday,March,Abacaxi,Tropical,26.3,4.8,126.24,Ana Tropical,Feira da Estação,Cartão Crédito,Não,Chuvoso,Produto fresco
2024-03-28,Thursday,March,Banana,Tropical,42.1,3.5,147.35,Carlos Natureza,Feira da Estação,Pix,Sim,Ensolarado,Pouco movimento
2024-03-28,Thursday,March,Kiwi,Temperada,27.3,6.5,177.45,Carlos Natureza,Feira do Parque,Pix,Não,Chuvoso,Vendas médias
2024-03-28,Thursday,March,Coco,Tropical,33.2,3.7,122.84,Carlos Natureza,Feira Bairro Novo,Pix,Não,Ensolarado,Concorrência alta
2024-03-28,Thursday,March,Melancia,Tropical,7.5,2.5,18.75,Carlos Natureza,Feira Central,Cartão Débito,Não,Chuvoso,Concorrência alta
2024-03-28,Thursday,March,Maçã,Temperada,10.9,5.0,54.5,Maria Frutas,Feira Central,Dinheiro,Não,Nublado,Vendas médias
2024-03-28,Thursday,March,Kiwi,Temperada,19.3,6.5,125.45,Carlos Natureza,Feira da Estação,Dinheiro,Não,Chuvoso,Boa procura
2024-03-29,Friday,March,Manga,Tropical,30.0,4.2,126.0,Maria Frutas,Feira Bairro Novo,Cartão Débito,Não,Ensolarado,Concorrência alta
2024-03-29,Friday,March,Maçã,Temperada,15.9,5.0,79.5,João da Fruta,Feira Central,Cartão Débito,Não,Nublado,Produto fresco
2024-03-29,Friday,March,Laranja,Cítrica,14.6,3.8,55.48,Maria Frutas,Feira do Parque,Cartão Crédito,Não,Chuvoso,Pouco movimento
2024-03-30,Saturday,March,Melancia,Tropical,29.1,2.5,72.75,Ana Tropical,Feira da Estação,Cartão Crédito,Não,Nublado,Boa procura
2024-03-30,Saturday,March,Uva,Temperada,33.7,7.0,235.9,João da Fruta,Feira Bairro Novo,Pix,Sim,Ensolarado,Vendas médias
2024-03-30,Saturday,March,Mamão,Tropical,5.8,3.0,17.4,Ana Tropical,Feira do Parque,Cartão Débito,Não,Ensolarado,Concorrência alta
2024-03-30,Saturday,March,Mamão,Tropical,30.3,3.0,90.9,Maria Frutas,Feira do Parque,Cartão Débito,Sim,Ensolarado,Vendas médias
2024-03-31,Sunday,March,Kiwi,Temperada,36.2,6.5,235.3,Maria Frutas,Feira Central,Cartão Crédito,Não,Nublado,Vendas médias
2024-03-31,Sunday,March,Melancia,Tropical,27.9,2.5,69.75,Ana Tropical,Feira do Parque,Cartão Débito,Não,Chuvoso,Pouco movimento
2024-03-31,Sunday,March,Banana,Tropical,36.5,3.5,127.75,Ana Tropical,Feira da Estação,Pix,Não,Chuvoso,Vendas médias
2024-04-01,Monday,April,Melancia,Tropical,9.3,2.5,23.25,João da Fruta,Feira do Parque,Dinheiro,Não,Chuvoso,Boa procura
2024-04-01,Monday,April,Uva,Temperada,28.5,7.0,199.5,Carlos Natureza,Feira do Parque,Pix,Sim,Nublado,Boa procura
2024-04-01,Monday,April,Kiwi,Temperada,31.9,6.5,207.35,Maria Frutas,Feira da Estação,Pix,Sim,Chuvoso,Concorrência alta
2024-04-01,Monday,April,Mamão,Tropical,18.7,3.0,56.1,Ana Tropical,Feira Bairro Novo,Pix,Não,Nublado,Boa procura
2024-04-01,Monday,April,Banana,Tropical,33.9,3.5,118.65,Carlos Natureza,Feira Central,Cartão Débito,Não,Ensolarado,Concorrência alta
2024-04-01,Monday,April,Maçã,Temperada,42.0,5.0,210.0,Carlos Natureza,Feira Central,Dinheiro,Sim,Chuvoso,Pouco movimento
2024-04-02,Tuesday,April,Limão,Cítrica,40.6,2.2,89.32,Maria Frutas,Feira Bairro Novo,Pix,Não,Chuvoso,Vendas médias
2024-04-02,Tuesday,April,Limão,Cítrica,48.7,2.2,107.14,Carlos Natureza,Feira do Parque,Cartão Débito,Sim,Chuvoso,Concorrência alta
2024-04-02,Tuesday,April,Melancia,Tropical,49.4,2.5,123.5,Ana Tropical,Feira da Estação,Cartão Débito,Sim,Ensolarado,Concorrência alta
2024-04-02,Tuesday,April,Manga,Tropical,25.7,4.2,107.94,Maria Frutas,Feira Bairro Novo,Dinheiro,Sim,Ensolarado,Boa procura
2024-04-02,Tuesday,April,Mamão,Tropical,31.5,3.0,94.5,Ana Tropical,Feira da Estação,Cartão Débito,Não,Nublado,Concorrência alta
2024-04-02,Tuesday,April,Melancia,Tropical,38.4,2.5,96.0,Maria Frutas,Feira da Estação,Pix,Não,Chuvoso,Pouco movimento
2024-04-03,Wednesday,April,Laranja,Cítrica,33.3,3.8,126.54,Maria Frutas,Feira da Estação,Cartão Débito,Sim,Ensolarado,Boa procura
2024-04-03,Wednesday,April,Uva,Temperada,11.2,7.0,78.4,Carlos Natureza,Feira do Parque,Cartão Débito,Não,Ensolarado,Pouco movimento
2024-04-03,Wednesday,April,Laranja,Cítrica,20.8,3.8,79.04,João da Fruta,Feira Bairro Novo,Pix,Não,Ensolarado,Boa procura
2024-04-04,Thursday,April,Mamão,Tropical,11.7,3.0,35.1,Maria Frutas,Feira Bairro Novo,Cartão Crédito,Sim,Ensolarado,Vendas médias
2024-04-04,Thursday,April,Abacaxi,Tropical,49.0,4.8,235.2,Carlos Natureza,Feira da Estação,Cartão Crédito,Não,Nublado,Concorrência alta
2024-04-04,Thursday,April,Banana,Tropical,16.6,3.5,58.1,Carlos Natureza,Feira Central,Pix,Sim,Nublado,Pouco movimento
2024-04-04,Thursday,April,Manga,Tropical,28.0,4.2,117.6,João da Fruta,Feira do Parque,Cartão Crédito,Não,Ensolarado,Pouco movimento
2024-04-04,Thursday,April,Banana,Tropical,14.2,3.5,49.7,Maria Frutas,Feira Bairro Novo,Dinheiro,Sim,Ensolarado,Produto fresco
2024-04-05,Friday,April,Uva,Temperada,46.5,7.0,325.5,João da Fruta,Feira Central,Dinheiro,Sim,Nublado,Produto fresco
2024-04-05,Friday,April,Melancia,Tropical,27.1,2.5,67.75,Ana Tropical,Feira da Estação,Cartão Crédito,Sim,Ensolarado,Produto fresco
2024-04-05,Friday,April,Limão,Cítrica,14.8,2.2,32.56,Ana Tropical,Feira da Estação,Dinheiro,Sim,Chuvoso,Concorrência alta
2024-04-05,Friday,April,Limão,Cítrica,36.2,2.2,79.64,Carlos Natureza,Feira Central,Dinheiro,Não,Nublado,Produto fresco
2024-04-06,Saturday,April,Limão,Cítrica,13.8,2.2,30.36,Ana Tropical,Feira da Estação,Cartão Débito,Sim,Ensolarado,Pouco movimento
2024-04-06,Saturday,April,Banana,Tropical,34.4,3.5,120.4,Carlos Natureza,Feira da Estação,Cartão Crédito,Não,Nublado,Vendas médias
2024-04-06,Saturday,April,Coco,Tropical,23.5,3.7,86.95,João da Fruta,Feira do Parque,Cartão Débito,Sim,Ensolarado,Pouco movimento
2024-04-06,Saturday,April,Maçã,Temperada,27.6,5.0,138.0,João da Fruta,Feira da Estação,Cartão Crédito,Não,Ensolarado,Boa procura
2024-04-07,Sunday,April,Maçã,Temperada,16.4,5.0,82.0,Ana Tropical,Feira do Parque,Pix,Sim,Chuvoso,Boa procura
2024-04-07,Sunday,April,Kiwi,Temperada,48.4,6.5,314.6,Maria Frutas,Feira da Estação,Dinheiro,Sim,Nublado,Produto fresco
2024-04-07,Sunday,April,Limão,Cítrica,28.3,2.2,62.26,Ana Tropical,Feira da Estação,Pix,Sim,Ensolarado,Produto fresco
2024-04-07,Sunday,April,Banana,Tropical,23.8,3.5,83.3,Carlos Natureza,Feira Bairro Novo,Dinheiro,Não,Chuvoso,Pouco movimento
2024-04-08,Monday,April,Kiwi,Temperada,32.0,6.5,208.0,João da Fruta,Feira da Estação,Pix,Não,Ensolarado,Concorrência alta
2024-04-08,Monday,April,Uva,Temperada,49.8,7.0,348.6,Maria Frutas,Feira da Estação,Cartão Crédito,Sim,Chuvoso,Produto fresco
2024-04-08,Monday,April,Abacaxi,Tropical,20.0,4.8,96.0,Maria Frutas,Feira do Parque,Cartão Crédito,Não,Nublado,Vendas médias
2024-04-09,Tuesday,April,Pera,Temperada,29.8,5.2,154.96,Maria Frutas,Feira Central,Cartão Crédito,Sim,Nublado,Pouco movimento
2024-04-09,Tuesday,April,Mamão,Tropical,15.2,3.0,45.6,Ana Tropical,Feira da Estação,Cartão Débito,Não,Chuvoso,Produto fresco
2024-04-09,Tuesday,April,Melancia,Tropical,30.5,2.5,76.25,Carlos Natureza,Feira da Estação,Dinheiro,Sim,Chuvoso,Boa procura
2024-04-09,Tuesday,April,Mamão,Tropical,11.0,3.0,33.0,Carlos Natureza,Feira Central,Pix,Não,Nublado,Pouco movimento
2024-04-10,Wednesday,April,Mamão,Tropical,36.2,3.0,108.6,João da Fruta,Feira da Estação,Cartão Débito,Não,Ensolarado,Produto fresco
2024-04-10,Wednesday,April,Melancia,Tropical,28.8,2.5,72.0,Carlos Natureza,Feira do Parque,Cartão Crédito,Não,Nublado,Produto fresco
2024-04-10,Wednesday,April,Limão,Cítrica,38.5,2.2,84.7,João da Fruta,Feira Central,Cartão Débito,Sim,Nublado,Concorrência alta
2024-04-11,Thursday,April,Manga,Tropical,38.0,4.2,159.6,Ana Tropical,Feira Central,Cartão Débito,Não,Ensolarado,Concorrência alta
2024-04-11,Thursday,April,Maçã,Temperada,21.1,5.0,105.5,Carlos Natureza,Feira da Estação,Pix,Sim,Ensolarado,Vendas médias
2024-04-11,Thursday,April,Mamão,Tropical,20.3,3.0,60.9,João da Fruta,Feira Bairro Novo,Dinheiro,Não,Chuvoso,Vendas médias
2024-04-11,Thursday,April,Pera,Temperada,28.9,5.2,150.28,João da Fruta,Feira Central,Cartão Débito,Não,Chuvoso,Pouco movimento
2024-04-11,Thursday,April,Laranja,Cítrica,7.0,3.8,26.6,Maria Frutas,Feira do Parque,Pix,Não,Ensolarado,Vendas médias
2024-04-12,Friday,April,Limão,Cítrica,39.4,2.2,86.68,Carlos Natureza,Feira do Parque,Dinheiro,Sim,Nublado,Concorrência alta
2024-04-12,Friday,April,Maçã,Temperada,43.4,5.0,217.0,Ana Tropical,Feira do Parque,Pix,Sim,Chuvoso,Pouco movimento
2024-04-12,Friday,April,Coco,Tropical,10.3,3.7,38.11,João da Fruta,Feira Central,Cartão Crédito,Não,Chuvoso,Vendas médias
2024-04-12,Friday,April,Melancia,Tropical,46.5,2.5,116.25,Ana Tropical,Feira Central,Dinheiro,Não,Nublado,Boa procura
2024-04-13,Saturday,April,Maçã,Temperada,10.1,5.0,50.5,Maria Frutas,Feira Central,Cartão Débito,Sim,Nublado,Vendas médias
2024-04-13,Saturday,April,Banana,Tropical,36.4,3.5,127.4,Carlos Natureza,Feira Bairro Novo,Cartão Crédito,Sim,Ensolarado,Produto fresco
2024-04-13,Saturday,April,Pera,Temperada,38.1,5.2,198.12,Carlos Natureza,Feira do Parque,Dinheiro,Não,Nublado,Vendas médias
2024-04-13,Saturday,April,Banana,Tropical,11.7,3.5,40.95,João da Fruta,Feira do Parque,Cartão Débito,Não,Chuvoso,Pouco movimento
2024-04-13,Saturday,April,Melancia,Tropical,47.3,2.5,118.25,João da Fruta,Feira da Estação,Dinheiro,Não,Nublado,Produto fresco
2024-04-14,Sunday,April,Abacaxi,Tropical,22.7,4.8,108.96,Carlos Natureza,Feira da Estação,Dinheiro,Sim,Chuvoso,Boa procura
2024-04-14,Sunday,April,Laranja,Cítrica,26.1,3.8,99.18,Maria Frutas,Feira da Estação,Pix,Não,Nublado,Pouco movimento
2024-04-14,Sunday,April,Laranja,Cítrica,18.0,3.8,68.4,Ana Tropical,Feira Central,Dinheiro,Não,Nublado,Boa procura
2024-04-14,Sunday,April,Uva,Temperada,19.9,7.0,139.3,João da Fruta,Feira Central,Cartão Débito,Sim,Ensolarado,Produto fresco
2024-04-14,Sunday,April,Laranja,Cítrica,10.4,3.8,39.52,João da Fruta,Feira Bairro Novo,Cartão Débito,Sim,Ensolarado,Pouco movimento
2024-04-15,Monday,April,Melancia,Tropical,23.3,2.5,58.25,Maria Frutas,Feira do Parque,Dinheiro,Não,Chuvoso,Produto fresco
2024-04-15,Monday,April,Laranja,Cítrica,48.8,3.8,185.44,João da Fruta,Feira do Parque,Cartão Crédito,Não,Chuvoso,Boa procura
2024-04-15,Monday,April,Coco,Tropical,36.5,3.7,135.05,Ana Tropical,Feira Central,Cartão Crédito,Sim,Nublado,Vendas médias
2024-04-16,Tuesday,April,Uva,Temperada,25.6,7.0,179.2,Carlos Natureza,Feira do Parque,Cartão Crédito,Sim,Ensolarado,Concorrência alta
2024-04-16,Tuesday,April,Pera,Temperada,14.5,5.2,75.4,Maria Frutas,Feira do Parque,Cartão Débito,Sim,Chuvoso,Concorrência alta
2024-04-16,Tuesday,April,Maçã,Temperada,18.6,5.0,93.0,João da Fruta,Feira do Parque,Cartão Débito,Não,Ensolarado,Vendas médias
2024-04-17,Wednesday,April,Abacaxi,Tropical,9.0,4.8,43.2,João da Fruta,Feira da Estação,Cartão Crédito,Sim,Chuvoso,Pouco movimento
2024-04-17,Wednesday,April,Melancia,Tropical,45.8,2.5,114.5,Ana Tropical,Feira Bairro Novo,Cartão Débito,Sim,Chuvoso,Produto fresco
2024-04-17,Wednesday,April,Mamão,Tropical,42.0,3.0,126.0,João da Fruta,Feira Bairro Novo,Pix,Sim,Ensolarado,Concorrência alta
2024-04-17,Wednesday,April,Melancia,Tropical,19.1,2.5,47.75,Carlos Natureza,Feira Bairro Novo,Cartão Crédito,Sim,Nublado,Boa procura
2024-04-17,Wednesday,April,Laranja,Cítrica,6.7,3.8,25.46,João da Fruta,Feira do Parque,Pix,Sim,Ensolarado,Concorrência alta
2024-04-18,Thursday,April,Pera,Temperada,43.6,5.2,226.72,Maria Frutas,Feira Central,Dinheiro,Sim,Chuvoso,Concorrência alta
2024-04-18,Thursday,April,Coco,Tropical,14.2,3.7,52.54,Carlos Natureza,Feira Central,Cartão Débito,Sim,Ensolarado,Concorrência alta
2024-04-18,Thursday,April,Kiwi,Temperada,48.6,6.5,315.9,João da Fruta,Feira Central,Dinheiro,Sim,Chuvoso,Vendas médias
2024-04-19,Friday,April,Limão,Cítrica,45.2,2.2,99.44,Carlos Natureza,Feira Bairro Novo,Pix,Não,Nublado,Pouco movimento
2024-04-19,Friday,April,Maçã,Temperada,35.0,5.0,175.0,João da Fruta,Feira Bairro Novo,Dinheiro,Sim,Nublado,Concorrência alta
2024-04-19,Friday,April,Uva,Temperada,36.8,7.0,257.6,João da Fruta,Feira Central,Pix,Não,Nublado,Boa procura
2024-04-19,Friday,April,Coco,Tropical,27.0,3.7,99.9,Carlos Natureza,Feira Central,Cartão Crédito,Não,Nublado,Vendas médias
2024-04-19,Friday,April,Manga,Tropical,46.0,4.2,193.2,Ana Tropical,Feira Central,Pix,Não,Chuvoso,Produto fresco
2024-04-19,Friday,April,Mamão,Tropical,30.9,3.0,92.7,Carlos Natureza,Feira Central,Cartão Crédito,Não,Ensolarado,Pouco movimento
2024-04-20,Saturday,April,Mamão,Tropical,37.3,3.0,111.9,João da Fruta,Feira Central,Cartão Crédito,Não,Nublado,Vendas médias
2024-04-20,Saturday,April,Abacaxi,Tropical,11.5,4.8,55.2,Carlos Natureza,Feira Central,Cartão Débito,Não,Chuvoso,Boa procura
2024-04-20,Saturday,April,Maçã,Temperada,36.3,5.0,181.5,João da Fruta,Feira do Parque,Cartão Crédito,Sim,Chuvoso,Produto fresco
2024-04-20,Saturday,April,Coco,Tropical,11.7,3.7,43.29,Carlos Natureza,Feira Bairro Novo,Dinheiro,Sim,Nublado,Concorrência alta
2024-04-20,Saturday,April,Laranja,Cítrica,34.1,3.8,129.58,Ana Tropical,Feira da Estação,Pix,Não,Chuvoso,Boa procura
2024-04-20,Saturday,April,Abacaxi,Tropical,8.7,4.8,41.76,Ana Tropical,Feira Bairro Novo,Dinheiro,Sim,Chuvoso,Boa procura
2024-04-21,Sunday,April,Uva,Temperada,31.7,7.0,221.9,Carlos Natureza,Feira do Parque,Cartão Crédito,Não,Ensolarado,Concorrência alta
2024-04-21,Sunday,April,Limão,Cítrica,35.7,2.2,78.54,Maria Frutas,Feira Central,Cartão Débito,Não,Nublado,Vendas médias
2024-04-21,Sunday,April,Maçã,Temperada,35.1,5.0,175.5,João da Fruta,Feira da Estação,Dinheiro,Sim,Chuvoso,Produto fresco
2024-04-22,Monday,April,Manga,Tropical,14.5,4.2,60.9,Ana Tropical,Feira Central,Cartão Crédito,Sim,Nublado,Pouco movimento
2024-04-22,Monday,April,Kiwi,Temperada,24.3,6.5,157.95,Carlos Natureza,Feira Central,Cartão Débito,Sim,Nublado,Boa procura
2024-04-22,Monday,April,Pera,Temperada,25.7,5.2,133.64,Maria Frutas,Feira do Parque,Dinheiro,Não,Chuvoso,Concorrência alta
2024-04-22,Monday,April,Limão,Cítrica,12.2,2.2,26.84,Maria Frutas,Feira Bairro Novo,Cartão Débito,Sim,Ensolarado,Vendas médias
2024-04-22,Monday,April,Uva,Temperada,12.2,7.0,85.4,Ana Tropical,Feira da Estação,Dinheiro,Não,Ensolarado,Produto fresco
2024-04-23,Tuesday,April,Kiwi,Temperada,46.9,6.5,304.85,João da Fruta,Feira Central,Cartão Débito,Não,Chuvoso,Concorrência alta
2024-04-23,Tuesday,April,Abacaxi,Tropical,7.0,4.8,33.6,Ana Tropical,Feira da Estação,Pix,Sim,Ensolarado,Boa procura
2024-04-23,Tuesday,April,Manga,Tropical,35.1,4.2,147.42,Ana Tropical,Feira da Estação,Cartão Crédito,Não,Ensolarado,Produto fresco
2024-04-23,Tuesday,April,Manga,Tropical,17.9,4.2,75.18,Carlos Natureza,Feira do Parque,Cartão Crédito,Não,Nublado,Produto fresco
2024-04-23,Tuesday,April,Uva,Temperada,16.1,7.0,112.7,João da Fruta,Feira do Parque,Pix,Sim,Ensolarado,Vendas médias
2024-04-23,Tuesday,April,Manga,Tropical,20.3,4.2,85.26,Maria Frutas,Feira Bairro Novo,Pix,Não,Chuvoso,Pouco movimento
2024-04-24,Wednesday,April,Coco,Tropical,25.0,3.7,92.5,João da Fruta,Feira da Estação,Pix,Não,Ensolarado,Boa procura
2024-04-24,Wednesday,April,Banana,Tropical,19.5,3.5,68.25,Carlos Natureza,Feira da Estação,Pix,Não,Nublado,Concorrência alta
2024-04-24,Wednesday,April,Banana,Tropical,31.9,3.5,111.65,Maria Frutas,Feira Bairro Novo,Pix,Não,Ensolarado,Boa procura
2024-04-24,Wednesday,April,Mamão,Tropical,38.0,3.0,114.0,Carlos Natureza,Feira da Estação,Cartão Débito,Sim,Ensolarado,Boa procura
2024-04-25,Thursday,April,Abacaxi,Tropical,20.3,4.8,97.44,João da Fruta,Feira do Parque,Pix,Não,Chuvoso,Vendas médias
2024-04-25,Thursday,April,Abacaxi,Tropical,38.9,4.8,186.72,Maria Frutas,Feira do Parque,Dinheiro,Sim,Nublado,Boa procura
2024-04-25,Thursday,April,Pera,Temperada,36.8,5.2,191.36,João da Fruta,Feira do Parque,Dinheiro,Não,Ensolarado,Concorrência alta
2024-04-25,Thursday,April,Coco,Tropical,38.1,3.7,140.97,Carlos Natureza,Feira do Parque,Pix,Não,Nublado,Produto fresco
2024-04-25,Thursday,April,Laranja,Cítrica,17.0,3.8,64.6,Carlos Natureza,Feira Central,Cartão Crédito,Sim,Nublado,Boa procura
2024-04-26,Friday,April,Coco,Tropical,20.6,3.7,76.22,Maria Frutas,Feira do Parque,Cartão Débito,Não,Ensolarado,Concorrência alta
2024-04-26,Friday,April,Banana,Tropical,25.9,3.5,90.65,Ana Tropical,Feira Central,Pix,Não,Chuvoso,Pouco movimento
2024-04-26,Friday,April,Coco,Tropical,16.6,3.7,61.42,Ana Tropical,Feira do Parque,Cartão Débito,Sim,Nublado,Pouco movimento
2024-04-26,Friday,April,Coco,Tropical,27.5,3.7,101.75,João da Fruta,Feira Bairro Novo,Dinheiro,Sim,Chuvoso,Vendas médias
2024-04-27,Saturday,April,Mamão,Tropical,45.9,3.0,137.7,Maria Frutas,Feira Bairro Novo,Dinheiro,Sim,Nublado,Concorrência alta
2024-04-27,Saturday,April,Maçã,Temperada,22.1,5.0,110.5,Maria Frutas,Feira do Parque,Pix,Sim,Nublado,Vendas médias
2024-04-27,Saturday,April,Uva,Temperada,9.8,7.0,68.6,João da Fruta,Feira da Estação,Pix,Não,Ensolarado,Vendas médias
2024-04-27,Saturday,April,Kiwi,Temperada,24.7,6.5,160.55,Ana Tropical,Feira do Parque,Pix,Sim,Nublado,Vendas médias
2024-04-27,Saturday,April,Limão,Cítrica,15.4,2.2,33.88,Ana Tropical,Feira da Estação,Dinheiro,Sim,Ensolarado,Boa procura
2024-04-28,Sunday,April,Melancia,Tropical,9.4,2.5,23.5,Ana Tropical,Feira do Parque,Pix,Sim,Nublado,Vendas médias
2024-04-28,Sunday,April,Pera,Temperada,46.2,5.2,240.24,Maria Frutas,Feira Central,Cartão Débito,Sim,Chuvoso,Produto fresco
2024-04-28,Sunday,April,Uva,Temperada,17.9,7.0,125.3,Maria Frutas,Feira Central,Cartão Crédito,Não,Nublado,Concorrência alta
2024-04-28,Sunday,April,Kiwi,Temperada,43.7,6.5,284.05,Maria Frutas,Feira do Parque,Pix,Não,Chuvoso,Produto fresco
2024-04-29,Monday,April,Kiwi,Temperada,9.3,6.5,60.45,Maria Frutas,Feira do Parque,Cartão Crédito,Sim,Ensolarado,Produto fresco
2024-04-29,Monday,April,Laranja,Cítrica,18.8,3.8,71.44,Ana Tropical,Feira da Estação,Dinheiro,Não,Chuvoso,Produto fresco
2024-04-29,Monday,April,Maçã,Temperada,24.3,5.0,121.5,João da Fruta,Feira do Parque,Cartão Crédito,Não,Chuvoso,Vendas médias
2024-04-29,Monday,April,Coco,Tropical,49.1,3.7,181.67,Carlos Natureza,Feira Bairro Novo,Cartão Crédito,Sim,Nublado,Concorrência alta
2024-04-30,Tuesday,April,Mamão,Tropical,15.9,3.0,47.7,Carlos Natureza,Feira Central,Cartão Crédito,Sim,Nublado,Concorrência alta
2024-04-30,Tuesday,April,Pera,Temperada,21.7,5.2,112.84,João da Fruta,Feira da Estação,Cartão Crédito,Não,Nublado,Pouco movimento
2024-04-30,Tuesday,April,Manga,Tropical,36.1,4.2,151.62,João da Fruta,Feira do Parque,Cartão Crédito,Não,Ensolarado,Boa procura
2024-04-30,Tuesday,April,Melancia,Tropical,9.2,2.5,23.0,Carlos Natureza,Feira do Parque,Pix,Sim,Chuvoso,Vendas médias
2024-04-30,Tuesday,April,Kiwi,Temperada,11.8,6.5,76.7,Ana Tropical,Feira Bairro Novo,Dinheiro,Sim,Ensolarado,Produto fresco
2024-05-01,Wednesday,May,Laranja,Cítrica,43.7,3.8,166.06,Carlos Natureza,Feira Central,Dinheiro,Não,Nublado,Pouco movimento
2024-05-01,Wednesday,May,Limão,Cítrica,10.9,2.2,23.98,Maria Frutas,Feira da Estação,Dinheiro,Sim,Ensolarado,Concorrência alta
2024-05-01,Wednesday,May,Limão,Cítrica,23.3,2.2,51.26,Carlos Natureza,Feira da Estação,Pix,Sim,Nublado,Vendas médias
2024-05-02,Thursday,May,Mamão,Tropical,48.5,3.0,145.5,Ana Tropical,Feira da Estação,Cartão Crédito,Sim,Chuvoso,Vendas médias
2024-05-02,Thursday,May,Abacaxi,Tropical,15.1,4.8,72.48,Carlos Natureza,Feira do Parque,Dinheiro,Sim,Ensolarado,Vendas médias
2024-05-02,Thursday,May,Mamão,Tropical,38.4,3.0,115.2,Maria Frutas,Feira da Estação,Cartão Crédito,Sim,Nublado,Vendas médias
2024-05-02,Thursday,May,Banana,Tropical,45.8,3.5,160.3,João da Fruta,Feira Central,Dinheiro,Sim,Chuvoso,Vendas médias
2024-05-03,Friday,May,Laranja,Cítrica,48.2,3.8,183.16,João da Fruta,Feira da Estação,Dinheiro,Sim,Nublado,Vendas médias
2024-05-03,Friday,May,Maçã,Temperada,9.1,5.0,45.5,Maria Frutas,Feira da Estação,Dinheiro,Não,Nublado,Produto fresco
2024-05-03,Friday,May,Limão,Cítrica,42.3,2.2,93.06,Carlos Natureza,Feira da Estação,Pix,Sim,Chuvoso,Boa procura
2024-05-03,Friday,May,Laranja,Cítrica,49.7,3.8,188.86,Carlos Natureza,Feira do Parque,Cartão Débito,Sim,Ensolarado,Pouco movimento
2024-05-03,Friday,May,Melancia,Tropical,33.6,2.5,84.0,Ana Tropical,Feira Central,Dinheiro,Não,Ensolarado,Produto fresco
2024-05-03,Friday,May,Abacaxi,Tropical,48.9,4.8,234.72,Maria Frutas,Feira do Parque,Pix,Sim,Nublado,Pouco movimento
2024-05-04,Saturday,May,Coco,Tropical,10.9,3.7,40.33,João da Fruta,Feira do Parque,Pix,Não,Nublado,Concorrência alta
2024-05-04,Saturday,May,Limão,Cítrica,23.6,2.2,51.92,Maria Frutas,Feira do Parque,Cartão Débito,Sim,Nublado,Produto fresco
2024-05-04,Saturday,May,Maçã,Temperada,17.6,5.0,88.0,João da Fruta,Feira Central,Cartão Débito,Não,Ensolarado,Vendas médias
2024-05-05,Sunday,May,Banana,Tropical,44.7,3.5,156.45,Maria Frutas,Feira do Parque,Cartão Crédito,Não,Ensolarado,Vendas médias
2024-05-05,Sunday,May,Laranja,Cítrica,43.1,3.8,163.78,Maria Frutas,Feira do Parque,Pix,Não,Chuvoso,Boa procura
2024-05-05,Sunday,May,Pera,Temperada,18.1,5.2,94.12,Maria Frutas,Feira da Estação,Cartão Débito,Sim,Chuvoso,Vendas médias
2024-05-06,Monday,May,Melancia,Tropical,18.3,2.5,45.75,João da Fruta,Feira da Estação,Cartão Débito,Sim,Nublado,Produto fresco
2024-05-06,Monday,May,Maçã,Temperada,17.1,5.0,85.5,Ana Tropical,Feira Bairro Novo,Cartão Débito,Sim,Chuvoso,Produto fresco
2024-05-06,Monday,May,Maçã,Temperada,21.6,5.0,108.0,Carlos Natureza,Feira Central,Dinheiro,Sim,Ensolarado,Produto fresco
2024-05-07,Tuesday,May,Uva,Temperada,44.2,7.0,309.4,Ana Tropical,Feira Bairro Novo,Pix,Não,Ensolarado,Vendas médias
2024-05-07,Tuesday,May,Coco,Tropical,16.2,3.7,59.94,Maria Frutas,Feira do Parque,Cartão Crédito,Sim,Ensolarado,Concorrência alta
2024-05-07,Tuesday,May,Mamão,Tropical,33.2,3.0,99.6,João da Fruta,Feira Bairro Novo,Pix,Não,Ensolarado,Pouco movimento
2024-05-07,Tuesday,May,Uva,Temperada,29.2,7.0,204.4,Maria Frutas,Feira Central,Pix,Não,Chuvoso,Vendas médias
2024-05-08,Wednesday,May,Pera,Temperada,30.5,5.2,158.6,Ana Tropical,Feira Bairro Novo,Cartão Crédito,Sim,Ensolarado,Pouco movimento
2024-05-08,Wednesday,May,Coco,Tropical,20.0,3.7,74.0,Maria Frutas,Feira da Estação,Cartão Débito,Não,Chuvoso,Concorrência alta
2024-05-08,Wednesday,May,Banana,Tropical,22.6,3.5,79.1,Ana Tropical,Feira do Parque,Cartão Débito,Não,Ensolarado,Produto fresco
2024-05-09,Thursday,May,Mamão,Tropical,40.8,3.0,122.4,Carlos Natureza,Feira do Parque,Cartão Crédito,Sim,Ensolarado,Boa procura
2024-05-09,Thursday,May,Manga,Tropical,33.2,4.2,139.44,João da Fruta,Feira Bairro Novo,Cartão Crédito,Sim,Ensolarado,Concorrência alta
2024-05-09,Thursday,May,Limão,Cítrica,30.5,2.2,67.1,João da Fruta,Feira Bairro Novo,Cartão Crédito,Não,Ensolarado,Vendas médias
